signaldate,LAT,LON,operation_id,Outlier GPS,In Port,At Sea Anchor,At Sea Adrift,At Sea Voyage
2024-09-09T08:44:00.000000,44.099955166667,28.658138833333,1,0,1,0,0,0
2024-09-09T08:45:00.000000,44.099954666667,28.658139166667,1,0,1,0,0,0
2024-09-09T08:46:00.000000,44.099954,28.65814,1,0,1,0,0,0
2024-09-09T08:47:00.000000,44.099954666667,28.658139833333,1,0,1,0,0,0
2024-09-09T08:48:00.000000,44.0999545,28.658138666667,1,0,1,0,0,0
2024-09-09T08:49:00.000000,44.099954,28.658139833333,1,0,1,0,0,0
2024-09-09T08:50:00.000000,44.0999545,28.658139166667,1,0,1,0,0,0
2024-09-09T08:51:00.000000,44.0999545,28.658139666667,1,0,1,0,0,0
2024-09-09T08:52:00.000000,44.099955166667,28.65814,1,0,1,0,0,0
2024-09-09T08:53:00.000000,44.099955833333,28.658140833333,1,0,1,0,0,0
2024-09-09T08:54:00.000000,44.0999565,28.6581415,1,0,1,0,0,0
2024-09-09T08:55:00.000000,44.099956166667,28.658141333333,1,0,1,0,0,0
2024-09-09T08:56:00.000000,44.099956,28.658142,1,0,1,0,0,0
2024-09-09T08:57:00.000000,44.099955833333,28.658141166667,1,0,1,0,0,0
2024-09-09T08:58:00.000000,44.099956166667,28.658138666667,1,0,1,0,0,0
2024-09-09T08:59:00.000000,44.099954833333,28.6581395,1,0,1,0,0,0
2024-09-09T09:00:00.000000,44.099953833333,28.65814,1,0,1,0,0,0
2024-09-09T09:01:00.000000,44.099953666667,28.65814,1,0,1,0,0,0
2024-09-09T09:02:00.000000,44.099954333333,28.658137,1,0,1,0,0,0
2024-09-09T09:03:00.000000,44.0999535,28.658137333333,1,0,1,0,0,0
2024-09-09T09:04:00.000000,44.0999515,28.658140333333,1,0,1,0,0,0
2024-09-09T09:05:00.000000,44.0999515,28.658140666667,1,0,1,0,0,0
2024-09-09T09:06:00.000000,44.099952333333,28.658137666667,1,0,1,0,0,0
2024-09-09T09:07:00.000000,44.099950833333,28.658137666667,1,0,1,0,0,0
2024-09-09T09:08:00.000000,44.099951666667,28.6581355,1,0,1,0,0,0
2024-09-09T09:09:00.000000,44.099952666667,28.6581345,1,0,1,0,0,0
2024-09-09T09:10:00.000000,44.099952666667,28.658135,1,0,1,0,0,0
2024-09-09T09:11:00.000000,44.099953,28.658135166667,1,0,1,0,0,0
2024-09-09T09:12:00.000000,44.099952833333,28.658135333333,1,0,1,0,0,0
2024-09-09T09:13:00.000000,44.099952833333,28.658134833333,1,0,1,0,0,0
2024-09-09T09:14:00.000000,44.099952833333,28.658134833333,1,0,1,0,0,0
2024-09-09T09:15:00.000000,44.099953333333,28.658134833333,1,0,1,0,0,0
2024-09-09T09:16:00.000000,44.099953333333,28.6581355,1,0,1,0,0,0
2024-09-09T09:17:00.000000,44.099952666667,28.6581365,1,0,1,0,0,0
2024-09-09T09:18:00.000000,44.099951,28.658136,1,0,1,0,0,0
2024-09-09T09:19:00.000000,44.099952166667,28.658136333333,1,0,1,0,0,0
2024-09-09T09:20:00.000000,44.099952,28.6581365,1,0,1,0,0,0
2024-09-09T09:21:00.000000,44.099952166667,28.6581365,1,0,1,0,0,0
2024-09-09T09:22:00.000000,44.099951666667,28.658136166667,1,0,1,0,0,0
2024-09-09T09:23:00.000000,44.0999525,28.6581365,1,0,1,0,0,0
2024-09-09T09:24:00.000000,44.0999505,28.658135666667,1,0,1,0,0,0
2024-09-09T09:25:00.000000,44.099949833333,28.658135,1,0,1,0,0,0
2024-09-09T09:26:00.000000,44.099949833333,28.658134333333,1,0,1,0,0,0
2024-09-09T09:27:00.000000,44.0999495,28.658133333333,1,0,1,0,0,0
2024-09-09T09:28:00.000000,44.099949833333,28.658133333333,1,0,1,0,0,0
2024-09-09T09:29:00.000000,44.099949166667,28.658133,1,0,1,0,0,0
2024-09-09T09:30:00.000000,44.099948833333,28.658134333333,1,0,1,0,0,0
2024-09-09T09:31:00.000000,44.099949666667,28.658136166667,1,0,1,0,0,0
2024-09-09T09:32:00.000000,44.099949166667,28.658136666667,1,0,1,0,0,0
